deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
0586C1090,2022,41,24,20,14,239.7,287.9,2017
0586C2010,2022,14,35,30,22,296.4,328.3,1512
0586C2020,2022,23,31,30,16,279.2,301.2,1631
0586C2030,2022,15,31,34,20,301.4,328.3,1784
0586C3010,2022,34,31,22,13,247.3,278.6,1411
0586C3020,2022,31,30,25,14,256.4,282.1,1991
0604A0010,2022,20,35,27,18,279.5,317.3,1420
0604A0020,2022,21,29,25,25,296.6,344.6,1679
0604C1010,2022,38,31,18,13,240.0,270.2,2290
0604C1020,2022,20,35,23,22,280.4,310.8,1362
0617A0010,2022,15,32,26,26,300.0,380.1,1543
0617A0020,2022,21,28,30,20,292.8,331.2,1328
0617B2010,2022,23,31,26,20,281.9,348.6,1953
0617C1010,2022,24,30,24,22,279.6,394.2,1244
0617C1020,2022,36,29,20,15,249.3,309.2,1962
0617C1030,2022,22,34,25,19,273.9,334.4,1240
0642A0010,2022,27,29,25,19,275.5,307.4,1620
0642C1010,2022,27,31,24,18,270.4,310.7,1886
0642C1020,2022,25,37,23,16,261.1,296.2,1853
0642C1030,2022,28,34,23,15,261.1,288.3,2081
0643A0010,2022,15,30,31,24,304.8,343.9,1917
0643A0020,2022,22,32,27,19,277.4,321.1,1861
0643C1010,2022,5,23,37,36,352.0,439.7,1381
0643C1020,2022,14,37,31,18,290.3,335.0,2527
0643C1030,2022,16,34,31,19,291.6,316.5,1793
0643C1040,2022,29,35,22,14,257.8,281.0,2050
0643C1050,2022,13,32,35,20,300.6,347.3,1493
0662A0010,2022,17,27,28,29,319.6,391.3,944
0662A0020,2022,21,34,29,16,280.9,319.0,1308
0662A0030,2022,17,26,31,25,311.0,373.0,1946
0662A0040,2022,19,23,28,29,310.7,426.3,1543
0662B2010,2022,24,31,24,22,279.4,323.5,2106
0662B2020,2022,37,27,22,15,251.6,295.1,1066
0662B2030,2022,26,30,27,16,274.5,335.5,1319
0662B3010,2022,23,30,26,21,284.5,388.2,1367
0662B4010,2022,29,23,25,23,286.4,358.8,1313
0662B5010,2022,35,24,26,15,250.9,280.4,929
0662C1010,2022,28,30,25,17,272.3,296.1,1565
0662C1020,2022,12,36,29,23,298.8,435.0,1601
0662C1030,2022,29,31,22,18,261.5,337.8,1789
0662C1040,2022,17,32,27,24,295.9,329.2,1822
0662C1050,2022,29,31,24,16,268.1,284.4,1411
0662C1060,2022,24,28,32,17,290.6,310.4,1640
0662C1070,2022,29,33,26,12,259.4,281.6,1661
0662C1080,2022,56,23,15,5,197.5,223.4,1855
0662C1090,2022,39,29,21,12,244.0,274.0,1722
0665A0010,2022,18,31,28,23,295.6,355.1,1778
0665A0020,2022,20,35,24,22,281.7,329.7,1423
0665A0030,2022,14,31,28,27,307.6,359.6,1440
0665C1010,2022,11,32,34,24,309.6,385.8,1518
0665C1020,2022,27,33,24,16,263.4,310.3,2139
0665C1030,2022,27,33,25,14,264.6,303.4,2108
0665C2010,2022,34,30,23,13,251.9,276.6,2316
0665C2020,2022,16,33,29,21,292.7,375.6,1918
0680A0010,2022,16,31,27,26,298.1,412.4,1907
0680A0020,2022,17,31,26,25,293.9,357.9,1626
0680A0030,2022,12,27,32,29,321.7,399.9,1234
0680A0040,2022,26,29,26,19,274.1,316.8,1327
0680A0050,2022,16,31,29,24,296.8,342.1,2483
0680A0060,2022,14,24,32,30,317.7,354.5,1292
0680A0070,2022,19,30,30,21,294.8,335.3,2545
0680A0080,2022,14,29,33,24,304.9,342.8,1664
0680A0090,2022,17,24,30,29,318.6,410.5,1461
0680A0100,2022,27,28,22,23,281.0,320.3,703
0680B2010,2022,12,29,35,24,312.5,388.4,1723
0680B2020,2022,23,30,27,19,283.9,315.5,1352
0680B3010,2022,18,32,31,19,290.6,317.3,1800
0680B3020,2022,17,32,33,17,293.3,331.9,1183
0680B4010,2022,21,26,26,27,298.8,367.3,1066
0680B4020,2022,33,28,21,17,255.8,302.6,1647
0680C1010,2022,19,36,28,17,280.7,307.5,1339
0680C1020,2022,17,33,29,21,291.0,326.7,1883
0680C1030,2022,13,35,27,25,300.0,355.8,1554
0680C1040,2022,23,31,29,17,279.0,299.1,2283
0680C1050,2022,21,31,30,18,289.6,323.6,2611
0680C1060,2022,25,30,26,19,277.7,308.7,2208
0680C1070,2022,52,24,17,6,207.6,233.9,2997
0680C1080,2022,15,35,32,18,292.7,325.3,2115
0680C1090,2022,66,25,8,1,186.0,199.9,1356
0680C1100,2022,63,26,9,2,187.7,202.9,1646
0680C1110,2022,20,28,28,24,298.0,335.8,2108
0680C1120,2022,16,33,29,23,297.8,336.8,1659
0680C1130,2022,14,29,31,25,311.5,344.1,2130
0680C1140,2022,28,38,21,13,258.2,286.6,1617
0680C1150,2022,23,22,27,29,312.7,362.4,1772
0680C1160,2022,12,24,35,29,325.2,413.8,3302
0680C1170,2022,20,26,26,27,300.9,386.3,1386
0680C1180,2022,19,30,28,23,295.3,331.5,3064
0680C1190,2022,30,30,26,14,265.7,283.1,1926
0680C1200,2022,22,26,30,23,300.5,329.0,2945
0680C1210,2022,15,32,29,24,302.1,343.9,2604
0680C1220,2022,31,31,23,14,255.8,276.5,1541
0680C1230,2022,21,23,30,26,308.4,343.0,1537
0680C1240,2022,55,27,15,4,204.3,221.8,2276
0680C1250,2022,25,32,28,16,277.3,296.8,1797
0680C1260,2022,16,23,24,36,335.5,385.1,2385
0680C1270,2022,34,21,23,21,269.5,315.4,1797
0680C1280,2022,22,30,31,18,287.5,306.0,1899
0680C1290,2022,32,32,22,14,258.1,286.8,1715
0680C1300,2022,24,26,27,23,291.5,336.5,1826
0680C1310,2022,40,32,18,9,234.1,252.4,1569
0680C1320,2022,29,27,26,19,275.7,326.1,1476
0680C1330,2022,32,27,24,17,265.9,296.4,1756
0680C1340,2022,33,28,24,15,257.6,292.0,2361
0680C1350,2022,18,25,25,32,314.8,405.6,2012
0680C1360,2022,27,25,25,24,286.2,345.4,2081
0680C1370,2022,30,30,25,15,264.4,288.9,1583
0680C1380,2022,18,19,23,40,336.4,417.7,1790
0680C1390,2022,21,24,26,30,312.0,378.5,2130
0680C1400,2022,40,27,20,13,238.2,291.7,1958
0680C1410,2022,52,29,16,3,209.8,223.7,1705
0680C1420,2022,25,32,27,15,275.3,304.3,1581
0680C1430,2022,49,28,17,7,215.7,237.2,1937
0680C1440,2022,28,20,23,29,300.7,383.6,1333
0680C1450,2022,42,29,18,11,232.3,265.0,2189
0680C1460,2022,16,26,27,31,326.0,378.9,1546
0680C1470,2022,10,19,29,42,359.5,490.6,1809
0680C1480,2022,25,22,28,25,302.9,373.8,2674
0680C1490,2022,31,24,27,18,272.8,304.4,1700
0680C1500,2022,12,30,32,26,318.3,363.4,2375
0680C1510,2022,7,16,30,47,384.5,489.4,2109
0680C1520,2022,15,22,25,38,344.3,461.7,2635
0680C1530,2022,15,24,29,32,329.1,416.2,2085
0680C1540,2022,7,19,32,42,364.2,458.0,2266
0680C1550,2022,15,27,30,28,320.2,379.5,2216
0680C1560,2022,7,27,39,27,328.2,362.9,2614
0680C1570,2022,9,28,35,28,326.1,394.0,1901
0680C1580,2022,30,31,25,15,263.9,291.1,2244
0682A0010,2022,25,27,27,21,287.9,315.4,890
0682A0020,2022,21,26,25,27,302.9,389.9,1719
0682A0030,2022,21,29,25,25,293.4,349.2,1066
0682A0040,2022,28,33,20,19,261.5,311.2,1518
0682A0050,2022,23,26,29,23,296.5,358.1,1078
0682A0060,2022,25,26,27,22,286.0,317.3,1385
0682B2010,2022,21,34,27,17,283.0,307.6,1269
0682B2020,2022,30,28,23,19,272.3,297.0,932
0682B3010,2022,43,27,17,13,229.4,259.0,1148
0682B3020,2022,48,24,17,12,220.5,259.7,855
0682B4010,2022,33,34,19,15,253.9,281.8,1089
0682C1010,2022,34,28,23,16,255.0,292.7,1577
0682C1020,2022,28,27,27,19,275.4,305.7,1528
0682C1030,2022,37,23,21,20,256.5,296.1,1879
0682C1040,2022,20,33,25,22,283.5,331.4,2316
0682C1050,2022,43,24,18,15,236.1,279.4,2198
0682C1060,2022,33,27,21,19,259.5,295.8,2144
0682C1070,2022,20,35,29,16,279.2,307.4,2319
0682C1080,2022,62,21,13,5,180.8,205.1,2195
0682C1090,2022,42,28,21,10,230.6,255.5,2332
0683A0010,2022,22,31,28,19,280.4,338.5,1240
0683A0020,2022,16,27,33,24,307.4,344.0,855
0683A0030,2022,14,26,29,32,318.2,387.9,2036
0683A0040,2022,19,26,29,26,308.0,331.9,1348
0683A0050,2022,15,28,27,30,316.6,393.0,1359
0683A0060,2022,14,25,31,31,326.5,468.5,1434
0683B2010,2022,36,32,19,14,246.4,283.0,1607
0683B3010,2022,24,30,26,20,280.6,323.2,1529
0683B4010,2022,20,32,28,20,288.4,314.8,1454
0683B5010,2022,22,33,26,19,276.6,303.6,1335
0683C1010,2022,34,32,23,11,260.5,275.1,1305
0683C1020,2022,22,30,25,24,287.4,339.0,1446
0683C1030,2022,35,30,24,11,253.0,273.1,1819
0683C1040,2022,19,30,30,21,293.9,324.4,1559
0683C1050,2022,21,26,27,26,303.7,363.1,1999
0683C1060,2022,38,30,23,9,243.8,263.9,1134
0683C1070,2022,12,25,28,34,333.3,412.1,2415
0683C1080,2022,29,27,28,16,271.5,303.9,2170
0683C1090,2022,34,29,18,18,254.8,309.3,1691
0683C1100,2022,8,32,31,29,319.5,364.4,1307
0683C1110,2022,18,26,30,26,305.6,347.7,1142
0683C1120,2022,23,27,28,22,291.8,348.0,2094
0684A0010,2022,29,30,21,19,264.3,322.2,1846
0684A0020,2022,22,26,29,23,297.2,373.5,1590
0684B2010,2022,30,29,22,18,266.6,296.4,1528
0684B3010,2022,39,28,20,12,237.9,267.5,1050
0684C1010,2022,41,28,20,11,240.4,260.3,1377
0684C1020,2022,38,28,20,14,242.9,275.7,1668
0684C1030,2022,34,28,23,15,254.3,282.9,2538
0685A0010,2022,27,25,24,25,284.0,322.3,1488
0685A0020,2022,24,28,24,24,285.3,316.9,1235
0685A0030,2022,32,27,23,18,267.1,315.5,1305
0685A0040,2022,27,32,24,17,272.5,316.3,944
0685A0050,2022,24,33,25,19,276.9,316.2,1186
0685A0060,2022,21,27,26,26,299.1,377.8,1990
0685A0070,2022,35,27,24,13,245.6,270.6,1009
0685B2010,2022,34,33,20,13,252.3,279.5,1616
0685B3010,2022,38,31,20,12,248.2,267.3,1450
0685B4010,2022,32,30,24,14,256.9,288.0,1221
0685C1010,2022,12,31,31,26,315.4,358.8,2719
0685C1020,2022,30,31,26,13,263.8,282.9,1919
0685C1030,2022,59,20,13,8,190.4,228.7,1514
0685C1040,2022,35,25,24,15,256.1,284.6,1758
0685C1050,2022,26,29,24,21,277.3,448.8,2000
0685C1060,2022,27,27,26,20,276.2,318.5,1659
0685C1070,2022,34,28,21,18,259.8,297.2,2322
0686A0010,2022,34,26,24,16,260.0,342.8,1961
0686A0020,2022,20,30,26,24,292.9,317.7,973
0686A0030,2022,14,28,32,26,315.9,362.6,2137
0686B2010,2022,43,26,19,12,229.7,251.2,1504
0686C1010,2022,18,38,26,18,279.2,310.2,1489
0686C1020,2022,23,32,25,20,278.1,319.9,1791
0686C1030,2022,36,25,21,18,255.6,280.2,1927
0686C1040,2022,45,23,18,14,223.6,275.6,2023
0686C1050,2022,27,24,25,24,289.4,351.6,2362
0686C1060,2022,25,29,27,19,277.2,324.9,1471
0687A0010,2022,22,29,26,23,289.0,316.9,1130
0687A0020,2022,24,35,25,16,267.8,304.7,1153
0687A0030,2022,18,27,26,29,306.8,429.6,1474
0687C1010,2022,14,35,28,23,295.6,335.6,1870
0687C1020,2022,32,26,25,17,267.3,293.4,2047
0687C1030,2022,36,29,21,15,246.2,278.7,2209
0687C1040,2022,20,30,26,24,291.2,362.1,2078
0687C1050,2022,41,29,18,12,230.9,269.0,1518
0687C1060,2022,49,27,16,8,213.9,247.3,2303
0687C1070,2022,29,29,21,21,262.3,328.9,1656
0687C1080,2022,58,23,14,5,192.7,216.6,1098
0760A0010,2022,33,28,24,16,256.3,300.0,2433
0760A0020,2022,24,32,25,20,278.4,310.3,1091
0760B2010,2022,29,32,23,15,259.2,293.9,1750
0760B3010,2022,30,33,22,15,256.5,286.1,1199
0760C1010,2022,38,26,17,19,244.8,278.5,1052
0760C1020,2022,38,27,20,15,249.5,297.2,1698
0761A0010,2022,37,23,25,16,259.4,301.7,1345
0761B2010,2022,32,31,22,15,258.0,359.6,1609
0761B2020,2022,23,34,28,16,277.1,300.3,1599
0761B3010,2022,40,27,21,12,243.1,333.6,894
0761C1010,2022,43,29,17,11,233.1,251.0,1361
0761C1020,2022,46,29,15,10,221.0,244.3,1539
0763A0010,2022,31,31,22,16,256.4,341.0,1042
0763A0020,2022,30,25,22,24,283.4,324.5,689
0763A0030,2022,31,31,22,17,258.6,286.1,1793
0763A0040,2022,25,34,24,17,270.5,301.1,2103
0763A0050,2022,27,29,25,18,269.1,300.2,1882
0763B2010,2022,42,24,18,16,236.6,278.1,1421
0763C1010,2022,31,30,23,16,261.9,295.7,1524
0763C1020,2022,37,31,18,14,242.5,287.9,1579
0764A0010,2022,25,33,19,23,265.3,318.9,1081
0764A0020,2022,24,28,27,21,285.3,310.5,1512
0764A0030,2022,17,30,28,25,302.1,352.4,1298
0764A0040,2022,16,29,29,26,308.8,342.4,1469
0764A0050,2022,21,30,27,22,286.3,408.5,1250
0764B2010,2022,23,32,22,22,277.2,334.7,862
0764B2020,2022,29,35,23,14,254.6,283.7,1419
0764B3010,2022,35,26,22,17,248.5,299.9,1865
0764C1010,2022,22,32,25,21,284.2,322.8,1803
0764C1020,2022,54,23,17,6,204.4,226.0,1842
0764C1030,2022,44,26,19,10,230.9,246.1,1949
0764C1040,2022,59,24,12,5,192.0,220.1,1894
0764C1050,2022,17,32,28,23,294.4,342.8,1616
0765A0010,2022,27,30,22,22,270.9,319.1,1337
0765A0020,2022,27,28,24,22,280.2,337.4,2323
0765A0030,2022,23,29,28,20,289.8,307.5,1540
0765B2010,2022,28,28,27,17,274.5,292.9,1493
0765C1010,2022,27,25,24,24,286.2,317.4,1886
0765C1020,2022,14,25,28,33,334.4,387.9,2026
0765C1030,2022,53,25,14,8,201.6,226.5,2459
0765C1040,2022,12,24,30,34,339.4,377.7,2088
0765C1050,2022,26,26,26,22,287.1,325.5,2250
0767A0010,2022,27,27,24,22,278.8,383.5,2019
0767B2010,2022,48,25,18,9,222.0,245.9,2251
0767B2020,2022,39,29,19,13,244.8,279.2,709
0767C1010,2022,36,25,24,15,254.4,312.3,2264
0767C1020,2022,28,26,27,19,280.5,366.1,2039
0767C1030,2022,30,35,22,13,255.4,290.7,662
0780A0010,2022,18,30,30,22,299.8,319.0,1119
0780A0020,2022,15,33,29,23,297.1,352.1,1697
0780A0030,2022,16,31,29,25,298.7,343.2,2210
0780A0040,2022,16,28,30,25,304.4,355.6,1951
0780A0050,2022,12,23,33,32,336.0,391.3,1360
0780A0060,2022,19,29,28,24,297.5,330.6,2009
0780A0070,2022,12,28,31,29,311.4,766.5,1849
0780A0080,2022,20,27,29,25,303.7,331.1,1598
0780B2010,2022,32,30,24,13,259.8,283.4,1396
0780B2020,2022,30,32,25,13,263.3,280.7,1050
0780B3010,2022,27,32,25,16,268.8,298.5,1940
0780B4010,2022,45,26,17,12,228.6,260.8,1713
0780B5010,2022,39,24,23,14,250.0,267.5,1681
0780B6010,2022,18,29,31,22,298.0,331.0,1596
0780C1010,2022,13,33,33,21,300.1,331.1,2264
0780C1020,2022,21,36,27,16,278.7,303.3,3382
0780C1030,2022,54,27,13,6,207.3,231.7,1375
0780C1040,2022,36,30,21,13,255.8,276.8,1729
0780C1050,2022,73,21,6,0,161.5,162.8,1408
0780C1060,2022,25,26,26,23,286.9,321.2,2729
0780C1070,2022,60,19,13,9,187.2,227.5,2689
0780C1080,2022,8,14,28,49,391.2,497.3,1439
0780C1090,2022,24,24,23,28,297.8,420.3,2083
0780C1100,2022,17,24,30,29,322.2,376.3,2151
0780C1110,2022,34,23,26,18,264.8,302.3,1294
0780C1120,2022,17,21,29,33,334.5,389.4,1686
0780C1130,2022,11,23,36,31,331.1,396.6,1440
0780C1140,2022,17,21,25,37,334.2,401.3,1652
0780C1150,2022,22,24,28,26,306.0,378.0,1700
0780C1160,2022,23,25,26,27,303.1,352.2,1910
0780C1170,2022,15,34,29,21,293.0,371.6,2050
0780C1180,2022,28,25,25,22,284.0,345.2,1514
0780C1190,2022,30,28,25,17,267.7,293.4,2244
0780C1200,2022,18,22,31,29,318.5,412.1,2866
0780C1210,2022,32,21,21,26,276.0,338.8,2533
0780C1220,2022,22,27,28,22,292.0,330.0,1733
0780C1230,2022,71,19,8,1,169.0,184.3,2552
0780C1240,2022,67,22,9,2,181.3,194.6,2101
0780C1250,2022,44,27,21,7,230.3,245.4,1908
0780C1260,2022,12,29,34,25,319.3,342.7,2073
0780C1270,2022,14,21,32,33,336.1,435.9,1410
0780C1280,2022,66,21,11,2,176.2,194.5,2261
0780C1290,2022,11,25,30,34,333.4,387.7,1597
0780C1300,2022,29,29,26,16,271.5,299.4,2308
0780C1310,2022,10,23,32,36,345.0,624.7,2258
0780C1320,2022,15,22,29,34,335.2,414.9,2073
0780C1330,2022,11,27,37,25,316.0,365.4,1812
0780C1340,2022,18,30,31,20,294.6,319.6,2214
0780C1350,2022,14,26,27,33,322.4,376.5,1280
0780C1360,2022,11,22,33,33,335.9,442.0,2210
0781A0010,2022,22,34,25,19,277.9,311.3,2189
0781A0020,2022,35,26,21,18,256.3,296.3,1901
0781A0030,2022,26,28,25,22,282.1,324.8,2257
0781A0040,2022,19,27,26,28,305.0,356.8,2137
0781A0050,2022,24,30,27,19,281.8,302.9,1835
0781B2010,2022,34,29,24,13,250.4,279.0,1693
0781C1010,2022,19,31,26,24,291.0,329.8,1293
0781C1020,2022,43,26,19,12,232.8,276.6,2012
0781C1030,2022,26,32,26,16,270.4,307.3,2199
0781C1040,2022,23,32,25,20,276.5,317.3,2124
0781C1050,2022,16,27,31,26,304.4,346.4,2234
0781C1060,2022,35,30,21,14,253.7,299.4,2067
0781C1070,2022,35,30,23,12,252.5,284.8,2336
0781C1080,2022,22,33,27,19,281.7,307.1,1673
0821A0010,2022,46,24,16,14,223.4,259.2,1212
0821A0020,2022,40,26,20,15,240.2,267.1,1059
0821A0030,2022,33,31,21,15,257.4,293.6,1133
0821C1010,2022,41,27,19,13,237.3,265.8,1933
0834A0010,2022,28,26,25,21,278.0,323.0,993
0834A0020,2022,30,28,21,21,263.8,302.6,1712
0834B2010,2022,31,30,24,15,254.4,311.2,1167
0834B3010,2022,35,33,20,12,251.1,270.6,945
0834C1010,2022,34,27,22,17,260.3,296.1,2096
0840A0010,2022,31,23,22,24,276.3,406.1,933
0840A0020,2022,24,32,23,21,277.1,334.5,1500
0840A0030,2022,18,27,28,27,307.3,366.2,2101
0840B2010,2022,18,31,32,19,294.2,338.6,2535
0840B2020,2022,19,34,28,19,280.6,314.4,1645
0840B2030,2022,31,27,25,17,258.9,292.8,1564
0840B2040,2022,15,27,31,27,315.0,362.1,1789
0840B2050,2022,14,31,33,22,310.2,346.8,1917
0840C1010,2022,33,29,24,14,254.1,284.2,1820
0860A0010,2022,33,27,24,16,261.4,288.8,1259
0860A0020,2022,26,28,26,21,280.9,350.2,1163
0860A0030,2022,26,28,26,20,280.8,312.2,1142
0860A0040,2022,34,29,20,17,247.1,273.3,991
0860B2010,2022,44,22,20,14,237.5,271.2,1741
0860B3010,2022,44,25,19,12,233.7,250.4,1812
0860C1010,2022,51,23,16,9,208.3,240.7,1533
0860C1020,2022,41,31,18,10,227.7,253.5,1638
0860C1030,2022,28,30,25,17,271.5,303.6,2445
0861A0010,2022,23,29,23,24,283.3,327.2,1218
0861A0020,2022,19,22,34,25,313.3,333.4,1101
0861A0030,2022,31,27,24,18,264.7,300.5,1391
0861B2010,2022,33,30,25,12,253.1,272.4,839
0861B2020,2022,34,34,19,13,241.8,266.4,1563
0861B3010,2022,20,28,29,23,298.3,323.3,1420
0861C1010,2022,15,25,32,28,323.5,397.2,1145
0861C1020,2022,29,35,23,13,258.6,280.0,1289
0861C1030,2022,42,27,16,14,233.2,272.1,1458
0861C1040,2022,36,25,24,15,255.4,281.9,1676
0862A0010,2022,27,26,26,20,281.9,316.7,1674
0862A0020,2022,23,29,26,22,288.5,366.9,836
0862A0030,2022,34,29,22,14,252.1,280.3,1609
0862C1010,2022,29,32,22,17,263.2,291.3,1237
0862C1020,2022,49,22,18,11,216.3,247.0,2102
0862C1030,2022,25,27,25,23,287.0,308.7,1668
0880A0010,2022,24,28,25,23,284.3,329.7,1556
0880A0020,2022,33,30,23,14,254.0,290.7,909
0880A0030,2022,13,25,28,34,327.0,436.3,1043
0880A0040,2022,22,32,27,19,284.7,302.1,1138
0880A0050,2022,17,29,28,26,299.9,358.8,1380
0880A0060,2022,17,31,27,25,296.8,338.9,1794
0880A0070,2022,17,30,27,26,300.9,348.4,2901
0880B2010,2022,11,24,34,31,328.1,383.5,1898
0880B2020,2022,16,28,36,21,306.2,348.8,1435
0880B2030,2022,48,26,17,9,217.4,265.6,1469
0880B2040,2022,28,30,27,14,268.1,291.4,1644
0880B3010,2022,20,31,26,22,289.3,339.2,1160
0880B3020,2022,20,33,27,20,285.3,325.3,2446
0880B4010,2022,21,36,25,18,276.4,313.1,1725
0880C1010,2022,11,18,24,47,381.3,516.2,1452
0880C1020,2022,27,27,24,22,277.7,314.7,2230
0880C1030,2022,20,23,27,30,310.3,364.3,1965
0880C1040,2022,19,22,24,35,330.0,401.5,1526
0880C1050,2022,42,23,20,14,236.4,275.1,1786
0880C1060,2022,37,22,23,18,265.5,307.6,1182
0880C1070,2022,18,27,31,25,309.0,339.1,1630
0880C1080,2022,29,26,24,21,271.8,304.6,1795
0880C1090,2022,27,25,25,23,285.6,470.7,2007
0880C1100,2022,12,17,24,47,379.6,508.7,1458
0880C1110,2022,35,29,23,13,251.8,272.0,1400
0880C1120,2022,47,28,19,7,218.7,241.3,1867
0880C1130,2022,20,16,28,36,349.7,398.2,1235
0880C1140,2022,43,29,17,11,226.0,256.0,883
0880C1150,2022,49,28,16,7,214.6,235.8,1758
0880C1160,2022,36,28,22,14,251.3,276.9,966
0880C1170,2022,32,31,24,13,256.7,280.5,2363
0880C1180,2022,9,23,34,34,330.7,381.2,2431
0880C1190,2022,39,29,21,11,236.7,260.5,2788
0880C1200,2022,23,27,30,19,288.5,317.6,3332
0880C1210,2022,55,28,14,4,200.2,217.9,1793
0880C1220,2022,59,24,12,5,195.8,213.4,1935
0880C1230,2022,14,26,28,32,326.3,387.3,1267
0880C1240,2022,15,24,25,36,336.5,424.2,1272
0880C1250,2022,20,36,27,17,280.5,308.1,1428
0880C1260,2022,14,41,31,14,282.4,303.1,1983
0880C1270,2022,13,34,32,22,297.2,330.2,1142
0880C1280,2022,26,33,24,17,271.8,304.3,1527
0881A0010,2022,33,25,22,20,255.8,308.5,969
0881A0020,2022,21,29,25,25,294.9,364.2,1051
0881A0030,2022,28,32,22,18,263.7,320.2,2233
0881A0040,2022,30,31,22,17,258.2,293.8,1293
0881B2010,2022,48,25,16,11,222.9,245.7,946
0881C1010,2022,22,37,26,15,272.0,298.2,1733
0881C1020,2022,23,30,27,21,285.4,334.0,1653
0881C1030,2022,28,32,22,17,269.2,293.6,1685
0881C1040,2022,23,31,27,19,284.6,301.6,1127
0881C1050,2022,49,27,16,8,214.9,249.3,1773
0881C1060,2022,43,27,20,11,232.4,259.3,1504
0881C1070,2022,69,19,9,3,175.7,192.6,1779
0881C1080,2022,39,27,22,12,245.4,263.5,2218
0882A0010,2022,20,28,29,24,297.1,334.4,2484
0882A0020,2022,28,26,25,21,278.9,313.7,939
0882A0030,2022,22,32,26,20,279.4,321.6,2157
0882B2010,2022,22,33,28,17,281.6,301.4,1396
0882B3010,2022,31,28,25,16,267.6,285.1,955
0882C1010,2022,35,28,21,15,249.2,280.9,2325
0882C1020,2022,33,31,21,14,257.3,272.4,1422
0882C1030,2022,34,31,24,12,252.5,273.0,1402
0882C1040,2022,23,29,27,21,285.8,310.6,1224
0882C1050,2022,24,28,28,20,284.4,310.4,1014
0882C1060,2022,27,25,27,21,286.8,316.4,1189
0882C1070,2022,34,29,23,15,250.6,281.6,1559
0882C1080,2022,40,25,20,15,244.7,278.2,1810
0882C1090,2022,13,37,29,21,291.9,318.9,1558
0882C1100,2022,27,32,25,17,270.4,295.2,1648
0882C1110,2022,21,30,28,21,290.5,321.7,1368
0882C1120,2022,6,25,32,37,351.1,395.9,2218
0883A0010,2022,34,26,25,15,255.5,289.9,1342
0883A0020,2022,21,28,27,25,295.1,349.0,1761
0883A0030,2022,25,31,26,18,269.6,308.0,1258
0883A0040,2022,28,23,23,27,287.0,367.3,857
0883A0050,2022,25,26,25,25,290.7,328.6,1251
0883A0060,2022,39,25,20,16,237.7,284.3,1286
0883B2010,2022,48,28,15,8,219.1,241.7,1408
0883B2020,2022,34,33,20,13,249.9,274.0,1396
0883B3010,2022,38,32,20,11,239.8,264.8,1264
0883B4010,2022,39,28,21,12,245.7,269.2,1131
0883B5010,2022,42,31,17,9,230.9,254.4,997
0883C1010,2022,21,37,23,18,272.3,302.7,1905
0883C1020,2022,49,28,17,6,215.8,240.8,1621
0883C1030,2022,33,28,26,12,256.0,277.6,1851
0883C1040,2022,46,28,16,10,222.9,257.8,1444
0883C1050,2022,31,30,23,16,261.0,300.6,1223
0883C1060,2022,25,26,26,22,287.8,332.0,1035
0883C1070,2022,18,34,28,20,288.0,312.6,2516
0883C1080,2022,24,29,23,24,280.7,338.4,1768
0883C1090,2022,38,25,22,15,246.5,285.9,1634
0883C1100,2022,24,29,25,23,288.6,315.6,882
0883C1110,2022,22,31,26,22,283.2,314.3,1548
0883C1120,2022,12,22,27,39,346.7,420.9,1622
0883C1130,2022,39,31,21,9,240.5,265.0,1394
0883C1140,2022,11,31,35,23,307.7,354.7,1936
0884A0010,2022,27,28,26,18,273.3,355.6,1799
0884A0020,2022,21,32,25,23,283.2,327.1,1723
0884A0030,2022,24,33,25,18,273.0,303.7,1564
0884B2010,2022,27,34,21,17,257.2,299.5,1134
0884B3010,2022,30,39,19,13,243.6,271.2,966
0884C1010,2022,37,29,23,11,245.6,286.8,1597
0884C1020,2022,30,30,25,15,262.4,295.8,1325
0884C1030,2022,43,29,18,10,228.1,264.2,1901
0884C1040,2022,24,30,27,19,277.5,334.2,1804
0884C1050,2022,9,32,32,26,312.1,356.1,1561
0885A0010,2022,22,34,24,20,276.3,321.2,1350
0885A0020,2022,23,30,24,24,282.4,338.8,1348
0885A0030,2022,27,27,25,21,281.5,315.3,1331
0885A0040,2022,29,26,22,23,274.9,336.8,2356
0885C1010,2022,36,25,20,18,254.7,310.0,1567
0885C1020,2022,33,26,22,19,267.1,311.2,1631
0885C1030,2022,31,25,22,22,269.9,330.6,1121
0980A0010,2022,31,24,24,21,268.5,329.1,900
0980A0020,2022,32,28,22,18,260.3,291.8,1701
0980A0030,2022,27,32,24,17,267.9,318.5,1235
0980A0040,2022,32,26,24,18,268.1,321.2,925
0980A0050,2022,36,23,25,15,260.0,283.4,809
0980A0060,2022,32,27,21,20,262.0,334.2,1335
0980A0070,2022,26,28,26,20,275.5,313.2,1449
0980A0080,2022,32,27,22,19,259.6,315.7,932
0980A0090,2022,24,31,27,17,280.5,307.9,1398
0980A0100,2022,20,26,29,25,300.0,347.4,1721
0980A0110,2022,18,33,28,20,290.6,326.8,1339
0980A0120,2022,25,29,28,18,277.8,312.9,1312
0980A0130,2022,23,28,28,21,285.1,323.8,1391
0980A0140,2022,21,32,24,22,283.0,332.8,1567
0980A0150,2022,17,33,29,21,292.6,334.8,2310
