HEROP_ID,FIPS,FqhcAvTmDr,FqhcCtTmDr,FqhcTmDrP,TotTracts,A50_74HcvD,AmInHcvD,AsHcvD,AvA50_74HcvD,AvAmInHcvD,AvBlkHcvD,AvFlHcvD,AvHcvD,AvHspHcvD,AvMlHcvD,AvO75HcvD,AvU50HcvD,MdMarijLaw,AnyPdmpDt,AnyPdmpFr,AnyPdmphDt,AnyPdmphFr,ElcPdmpDt,ElcPdmpFr,MsAcPdmpDt,MsAcPdmpFr,OpPdmpDt,OpPdmpFr,CrrctExp,ExpnFedExp,ExpnSttExp,HlthExp,MedcdExp,PlcFyrExp,TradFedExp,TradSttExp,WlfrExp,BachelorsP,EduHsP,EduNoHsP,EngProf,GradSclP,SomeCollegeP,FemP,MaleP,Ovr16,Ovr16P,Ovr18,Ovr18P,Ovr21,Ovr21P,Ovr65,Ovr65P,SRatio,SRatio18,SRatio65,TotPop,AmIndE,AmIndP,AsianE,AsianP,BlackE,BlackP,HisE,HisP,OtherE,OtherP,PacIsE,PacIsP,TwoRaceE,TwoRaceP,WhiteE,WhiteP,DsmAs,DsmBlk,DsmHsp,IntrAsWht,IntrBlkWht,IntrHspWht,IsoAs,IsoBlk,IsoHsp
040US53,53,,,,1772,366,24,13.0,393.0,19.0,30.0,138.0,452.0,28.0,314.0,21.0,8.0,True,7/22/2007,1.0,8/1/2011,1.0,7/22/2007,1.0,1/1/2019,1.0,1/1/2012,1.0,19991136,9348678300,1016797100,15622668,28394129400,5064374,10195002000,7833652000,17340567,23.66,21.75,7.79,92.14,15.11,18.41,49.64,50.36,6252501.0,80.77,6065086.0,78.35,5329176.0,68.84,1259313.0,16.27,101.44,100.19,85.41,7740984,90212.0,1.17,727603.0,9.4,306214.0,3.96,1089609.0,14.08,430575.0,5.56,54406.0,0.7,880588.0,11.38,5251386.0,67.84,0.36,0.46,0.27,0.71,0.69,0.68,0.05,0.04,0.2
040US72,72,,,,939,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040US48,48,,,,6884,1009,,16.0,1204.0,,253.0,386.0,1405.0,391.0,1019.0,100.0,86.0,False,1/1/1982,1.0,8/1/1981,1.0,1/1/1998,1.0,9/1/2017,1.0,8/1/2012,1.0,51603738,,,38099016,55552113500,14673957,36190073700,19362039800,62641679,21.14,24.32,14.3,87.16,11.94,18.29,50.1,49.9,23026070.0,77.68,22157813.0,74.76,19140398.0,64.58,3905545.0,13.18,99.59,97.76,82.35,29640343,190706.0,0.64,1581798.0,5.34,3626137.0,12.23,11697134.0,39.46,2540808.0,8.57,29841.0,0.1,5686063.0,19.18,15984990.0,53.93,0.42,0.36,0.24,0.47,0.48,0.5,0.03,0.1,0.39
040US39,39,,,,3162,308,,,355.0,,120.0,120.0,439.0,15.0,319.0,13.0,47.0,True,5/18/2005,1.0,5/1/2005,1.0,5/18/2005,1.0,4/15/2015,1.0,10/1/2006,1.0,16112799,7113678100,789815500,11414061,31100487400,6611489,15926150200,7270843700,39173323,19.03,32.31,8.38,97.23,11.92,16.13,50.69,49.31,9477782.0,80.46,9169867.0,77.84,7966226.0,67.62,2103043.0,17.85,97.29,94.83,80.84,11780046,17151.0,0.15,288117.0,2.45,1446466.0,12.28,537559.0,4.56,186517.0,1.58,4229.0,0.04,670374.0,5.69,9167192.0,77.82,0.56,0.52,0.39,0.82,0.79,0.84,0.03,0.11,0.06
040US55,55,,,,1528,104,,,130.0,,34.0,44.0,160.0,7.0,116.0,,,False,6/2/2010,1.0,6/1/2010,1.0,6/2/2010,1.0,4/1/2017,1.0,6/1/2013,1.0,9235082,,,5569074,11821933900,2940326,7714619100,4107314900,16882942,21.62,29.67,6.62,96.92,11.14,16.37,49.92,50.08,4771274.0,80.98,4617713.0,78.37,4012277.0,68.1,1062121.0,18.03,100.31,98.55,86.84,5892023,43336.0,0.74,169891.0,2.88,361890.0,6.14,457687.0,7.77,139011.0,2.36,2229.0,0.04,383986.0,6.52,4791680.0,81.32,0.44,0.48,0.31,0.83,0.83,0.83,0.03,0.04,0.08
040US41,41,,,,994,342,15,,380.0,10.0,15.0,131.0,440.0,18.0,310.0,20.0,11.0,True,7/23/2009,1.0,7/1/2009,1.0,7/23/2009,1.0,,0.0,9/1/2011,1.0,10447560,4551561600,506854800,6986398,14828597000,2762314,6573075500,3197105100,17301202,22.34,22.38,8.28,94.67,13.88,20.38,50.13,49.87,3483666.0,82.19,3382420.0,79.8,2972641.0,70.13,789610.0,18.63,99.48,97.53,85.75,4238714,46276.0,1.09,188624.0,4.45,81642.0,1.93,605467.0,14.28,198863.0,4.69,16973.0,0.4,458680.0,10.82,3247656.0,76.62,0.37,0.46,0.26,0.73,0.71,0.73,0.03,0.02,0.17
040US28,28,,,,875,116,,,118.0,0.0,38.0,48.0,149.0,,101.0,,,True,1/1/2005,1.0,6/1/2006,1.0,6/30/2006,1.0,,0.0,7/1/2008,1.0,6292046,,,5288100,5421573700,1165973,4505694800,915879000,6980494,14.73,29.91,13.36,98.33,9.43,18.18,51.5,48.5,2342850.0,79.38,2259103.0,76.54,1946558.0,65.95,495115.0,16.78,94.18,91.16,78.3,2951438,13181.0,0.45,28918.0,0.98,1090777.0,36.96,106126.0,3.6,49104.0,1.66,1411.0,0.05,106174.0,3.6,1661873.0,56.31,0.59,0.36,0.48,0.5,0.44,0.5,0.02,0.5,0.06
040US37,37,,,,2660,285,,,326.0,1.0,114.0,105.0,379.0,,275.0,5.0,16.0,False,8/13/2005,1.0,1/1/2006,1.0,1/1/2006,1.0,6/29/2017,1.0,7/1/2007,1.0,24060628,,,19133390,18894158100,5406512,13752491600,5141666600,24712854,21.79,24.96,10.25,95.1,12.93,16.77,51.08,48.92,8533822.0,80.63,8261517.0,78.05,7129690.0,67.36,1787027.0,16.88,95.77,93.19,79.59,10584340,110873.0,1.05,333844.0,3.15,2178329.0,20.58,1158750.0,10.95,506289.0,4.78,6153.0,0.06,753265.0,7.12,6695587.0,63.26,0.52,0.37,0.36,0.63,0.59,0.61,0.03,0.26,0.14
040US51,51,,,,2543,239,,,233.0,,81.0,80.0,282.0,,203.0,15.0,11.0,True,4/1/2003,1.0,9/1/2003,1.0,4/1/2003,1.0,7/1/2015,1.0,6/1/2006,1.0,16466963,6211485600,692144700,9938639,21326158400,5121074,8036045800,6386482300,23747747,23.33,23.89,8.66,93.86,18.15,15.3,50.58,49.42,6980834.0,80.63,6763514.0,78.12,5851881.0,67.59,1410160.0,16.29,97.7,95.47,81.02,8657499,27216.0,0.31,593606.0,6.86,1623031.0,18.75,929140.0,10.73,351544.0,4.06,5679.0,0.07,712248.0,8.23,5344175.0,61.73,0.43,0.31,0.32,0.67,0.64,0.65,0.04,0.22,0.1
040US54,54,,,,546,79,,0.0,71.0,0.0,,36.0,115.0,0.0,79.0,,17.0,True,6/11/1995,1.0,6/1/1995,1.0,6/11/1995,1.0,6/8/2012,1.0,5/1/2013,1.0,1843219,1283189500,145475300,1057911,5242293200,629536,3009628700,803999700,6278653,13.86,39.48,11.39,99.33,9.43,14.94,50.12,49.88,1469375.0,82.34,1425051.0,79.86,1239093.0,69.44,368989.0,20.68,99.54,97.75,85.35,1784462,1532.0,0.09,13434.0,0.75,58519.0,3.28,36125.0,2.02,12055.0,0.68,513.0,0.03,76400.0,4.28,1622009.0,90.9,0.55,0.54,0.44,0.78,0.88,0.88,0.01,0.06,0.03
040US22,22,,,,1390,226,,,279.0,,150.0,90.0,332.0,,242.0,10.0,9.0,True,7/1/2006,1.0,7/1/2006,1.0,7/1/2006,1.0,8/1/2014,1.0,1/1/2009,1.0,6233610,5485590600,708047200,4366734,15268318100,3089799,6602937600,2471742800,17175590,16.77,32.54,13.1,96.82,9.78,17.45,51.03,48.97,3655132.0,79.1,3532362.0,76.44,3076184.0,66.57,753854.0,16.31,95.96,93.18,80.32,4621025,27605.0,0.6,79925.0,1.73,1434953.0,31.05,321022.0,6.95,107185.0,2.32,2884.0,0.06,289531.0,6.27,2678942.0,57.97,0.57,0.43,0.4,0.55,0.46,0.58,0.03,0.44,0.09
040US26,26,,,,2972,238,,,287.0,,103.0,103.0,338.0,15.0,236.0,15.0,1.0,True,1/1/1988,1.0,1/1/1990,1.0,1/3/2002,1.0,6/1/2018,1.0,1/1/2003,1.0,16647475,5658509000,710094100,11578389,22386846300,4302366,11191489400,4826753800,22787874,19.28,28.2,8.11,96.44,12.48,18.47,50.43,49.57,8155338.0,81.13,7896802.0,78.56,6853309.0,68.18,1824907.0,18.16,98.28,96.15,83.27,10051595,46010.0,0.46,329676.0,3.28,1346689.0,13.4,576808.0,5.74,176786.0,1.76,2670.0,0.03,633452.0,6.3,7516312.0,74.78,0.49,0.51,0.3,0.83,0.76,0.82,0.03,0.11,0.07
040US25,25,,,,1613,141,,,153.0,,23.0,58.0,196.0,29.0,139.0,2.0,3.0,True,1/1/1992,1.0,12/1/1992,1.0,1/1/1994,1.0,12/5/2014,1.0,1/1/2011,1.0,7661498,3369682700,373670100,4390244,23283607200,4245476,10756437900,8783816500,32266010,25.27,22.84,8.6,90.3,21.36,12.29,51.14,48.86,5791845.0,82.83,5623987.0,80.43,4861118.0,69.52,1221349.0,17.47,95.56,93.13,79.28,6992395,16406.0,0.23,494890.0,7.08,489390.0,7.0,904679.0,12.94,379870.0,5.43,2593.0,0.04,663572.0,9.49,4945674.0,70.73,0.47,0.53,0.42,0.69,0.59,0.61,0.1,0.15,0.2
040US12,12,,,,5122,620,,,768.0,,129.0,292.0,947.0,109.0,654.0,91.0,75.0,True,6/18/2009,1.0,12/1/2010,1.0,7/1/2009,1.0,7/1/2018,1.0,10/1/2011,1.0,33369069,,,22976981,34570322600,16199752,22566038000,12004284600,40122535,20.73,27.42,10.37,87.9,12.48,15.99,50.87,49.13,18129301.0,82.67,17623515.0,80.37,15464965.0,70.52,4630733.0,21.12,96.58,94.43,83.21,21928881,66779.0,0.3,628137.0,2.86,3363769.0,15.34,5865737.0,26.75,1222567.0,5.58,13136.0,0.06,3497792.0,15.95,13136701.0,59.91,0.47,0.47,0.32,0.64,0.52,0.59,0.04,0.25,0.21
040US78,78,,,,29,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040US30,30,,,,319,41,14,0.0,43.0,16.0,0.0,20.0,68.0,,47.0,,,True,7/1/2011,1.0,7/1/2011,1.0,7/1/2011,1.0,7/1/2021,1.0,10/1/2012,1.0,1236606,932547900,94964700,678860,2388113000,590358,978281000,382319400,3010089,22.84,27.88,5.43,99.11,11.7,18.65,49.32,50.68,897820.0,81.25,870130.0,78.74,766496.0,69.36,217665.0,19.7,102.75,101.56,92.87,1105072,63108.0,5.71,9197.0,0.83,6015.0,0.54,48519.0,4.39,13423.0,1.21,485.0,0.04,66068.0,5.98,946776.0,85.68,0.3,0.36,0.18,0.65,0.64,0.77,0.01,0.01,0.04
040US27,27,,,,1502,159,18,11.0,167.0,17.0,37.0,65.0,209.0,3.0,144.0,4.0,,True,7/1/2007,1.0,1/1/2009,1.0,7/1/2007,1.0,1/1/2021,1.0,4/1/2010,1.0,7076124,3263687500,354687500,4682712,18541827400,3200650,8341536700,6581915800,21874613,25.27,23.52,6.15,95.42,13.56,16.5,49.91,50.09,4549661.0,79.63,4396457.0,76.95,3835113.0,67.12,962143.0,16.84,100.37,98.85,85.84,5713716,50833.0,0.89,289148.0,5.06,388789.0,6.8,353608.0,6.19,151560.0,2.65,2376.0,0.04,354300.0,6.2,4476710.0,78.35,0.42,0.47,0.3,0.82,0.81,0.82,0.03,0.05,0.08
040US24,24,,,,1464,220,,,244.0,0.0,152.0,87.0,289.0,,203.0,8.0,7.0,True,5/10/2011,1.0,10/1/2011,1.0,10/1/2011,1.0,7/1/2018,1.0,12/1/2013,1.0,8112365,3591477500,399059600,3751691,16486420000,4909921,6894196400,5601686600,19787069,22.47,23.74,8.96,92.23,20.27,14.74,51.35,48.65,4954123.0,80.28,4794802.0,77.7,4156684.0,67.36,1003219.0,16.26,94.74,91.99,77.82,6170738,23158.0,0.38,398305.0,6.45,1825880.0,29.59,744272.0,12.06,401540.0,6.51,2556.0,0.04,458568.0,7.43,3060731.0,49.6,0.43,0.42,0.38,0.62,0.54,0.59,0.06,0.3,0.13
040US23,23,,,,401,,,0.0,7.0,,0.0,-5.0,29.0,0.0,21.0,,,True,6/23/2003,1.0,1/1/2004,1.0,9/13/2003,1.0,1/1/2017,1.0,1/1/2005,1.0,1083356,665752700,92354200,530818,4209270400,569398,2355402300,1095761200,5016695,22.01,30.52,5.51,98.51,13.34,14.9,50.75,49.25,1157198.0,84.01,1125518.0,81.71,984572.0,71.48,301161.0,21.86,97.04,94.9,85.33,1377400,6237.0,0.45,15318.0,1.11,23145.0,1.68,28609.0,2.08,9593.0,0.7,276.0,0.02,64709.0,4.7,1258122.0,91.34,0.46,0.56,0.36,0.9,0.88,0.9,0.02,0.05,0.04
040US15,15,,,,436,11,,,22.0,0.0,0.0,8.0,45.0,,34.0,,,True,1/1/1943,1.0,1/1/1990,1.0,6/18/1996,1.0,7/1/2018,1.0,2/1/2012,1.0,1738904,929989300,103935500,1268098,3095048200,831403,1287827300,773296200,4191540,22.45,26.65,7.1,89.18,13.02,16.82,49.68,50.32,1175666.0,81.33,1144163.0,79.15,1011822.0,69.99,287642.0,19.9,101.3,99.8,84.96,1445635,3835.0,0.27,538807.0,37.27,27740.0,1.92,142225.0,9.84,24334.0,1.68,149030.0,10.31,376533.0,26.05,325356.0,22.51,0.35,0.4,0.24,0.2,0.23,0.25,0.38,0.03,0.13
040US66,66,,,,56,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040US69,69,,,,23,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040US44,44,,,,247,11,,,33.0,0.0,,12.0,58.0,,43.0,,,True,1/1/1978,1.0,1/1/1990,1.0,1/1/1997,1.0,6/28/2016,1.0,9/1/2012,1.0,1458605,758536900,88602700,855589,3590284000,939987,1622248100,1120896200,4026121,22.25,26.51,10.52,91.39,15.06,14.9,50.96,49.04,912681.0,83.32,886891.0,80.97,762377.0,69.6,199921.0,18.25,96.23,94.05,79.38,1095371,4855.0,0.44,38149.0,3.48,63862.0,5.83,187503.0,17.12,78252.0,7.14,670.0,0.06,117222.0,10.7,792361.0,72.34,0.47,0.51,0.36,0.77,0.72,0.72,0.06,0.07,0.16
